image_path,label
crohme/train/img/formulaire037-equation050.bmp,__MISSING__
crohme/train/img/formulaire026-equation044.bmp,__MISSING__
crohme/train/img/200923-1556-3.bmp,__MISSING__
crohme/train/img/MfrDB1303.bmp,__MISSING__
crohme/train/img/2009210-947-223.bmp,__MISSING__
crohme/train/img/formulaire008-equation026.bmp,__MISSING__
crohme/train/img/formulaire012-equation023.bmp,__MISSING__
crohme/train/img/MfrDB0868.bmp,__MISSING__
crohme/train/img/200925-1126-108.bmp,__MISSING__
crohme/train/img/MfrDB3440.bmp,__MISSING__
crohme/train/img/formulaire011-equation008.bmp,__MISSING__
crohme/train/img/formulaire016-equation022.bmp,__MISSING__
crohme/train/img/formulaire021-equation067.bmp,__MISSING__
crohme/train/img/200923-1553-306.bmp,__MISSING__
crohme/train/img/200923-1553-261.bmp,__MISSING__
crohme/train/img/200923-1254-332.bmp,__MISSING__
crohme/train/img/MfrDB1550.bmp,__MISSING__
crohme/train/img/formulaire020-equation071.bmp,__MISSING__
crohme/train/img/formulaire028-equation024.bmp,__MISSING__
crohme/train/img/formulaire004-equation014.bmp,__MISSING__
crohme/train/img/95_rosario.bmp,__MISSING__
crohme/train/img/200923-1251-265.bmp,__MISSING__
crohme/train/img/200923-1556-80.bmp,__MISSING__
crohme/train/img/200924-1312-170.bmp,__MISSING__
crohme/train/img/KME2G3_21_sub_26.bmp,__MISSING__
crohme/train/img/106_miguel.bmp,__MISSING__
crohme/train/img/200923-1253-175.bmp,__MISSING__
crohme/train/img/200922-949-217.bmp,__MISSING__
crohme/train/img/MfrDB3258.bmp,__MISSING__
crohme/train/img/200926-1550-7.bmp,__MISSING__
crohme/train/img/KME2G3_5_sub_28.bmp,__MISSING__
crohme/train/img/MfrDB3265.bmp,__MISSING__
crohme/train/img/MfrDB0402.bmp,__MISSING__
crohme/train/img/MfrDB2299.bmp,__MISSING__
crohme/train/img/2009210-947-156.bmp,__MISSING__
crohme/train/img/MfrDB0039.bmp,__MISSING__
crohme/train/img/2009213-137-88.bmp,__MISSING__
crohme/train/img/MfrDB1718.bmp,__MISSING__
crohme/train/img/2009213-139-54.bmp,__MISSING__
crohme/train/img/formulaire029-equation011.bmp,__MISSING__
crohme/train/img/MfrDB0948.bmp,__MISSING__
crohme/train/img/200922-949-166.bmp,__MISSING__
crohme/train/img/MfrDB1099.bmp,__MISSING__
crohme/train/img/MfrDB2900.bmp,__MISSING__
crohme/train/img/formulaire007-equation031.bmp,__MISSING__
crohme/train/img/200923-1251-15.bmp,__MISSING__
crohme/train/img/TrainData2_20_sub_73.bmp,__MISSING__
crohme/train/img/82_daniel.bmp,__MISSING__
crohme/train/img/formulaire011-equation071.bmp,__MISSING__
crohme/train/img/200925-1126-132.bmp,__MISSING__
crohme/train/img/formulaire024-equation006.bmp,__MISSING__
crohme/train/img/TrainData2_20_sub_20.bmp,__MISSING__
crohme/train/img/KME2G3_18_sub_81.bmp,__MISSING__
crohme/train/img/200926-1617-231.bmp,__MISSING__
crohme/train/img/200922-947-77.bmp,__MISSING__
crohme/train/img/200923-1556-190.bmp,__MISSING__
crohme/train/img/formulaire035-equation059.bmp,__MISSING__
crohme/train/img/MfrDB2366.bmp,__MISSING__
crohme/train/img/200923-131-243.bmp,__MISSING__
crohme/train/img/2009210-947-60.bmp,__MISSING__
crohme/train/img/formulaire020-equation028.bmp,__MISSING__
crohme/train/img/MfrDB0320.bmp,__MISSING__
crohme/train/img/formulaire034-equation020.bmp,__MISSING__
crohme/train/img/200922-947-43.bmp,__MISSING__
crohme/train/img/2009210-947-137.bmp,__MISSING__
crohme/train/img/MfrDB0159.bmp,__MISSING__
crohme/train/img/200922-947-99.bmp,__MISSING__
crohme/train/img/formulaire033-equation043.bmp,__MISSING__
crohme/train/img/TrainData2_21_sub_88.bmp,__MISSING__
crohme/train/img/formulaire027-equation045.bmp,__MISSING__
crohme/train/img/MfrDB2974.bmp,__MISSING__
crohme/train/img/200926-1550-74.bmp,__MISSING__
crohme/train/img/MfrDB2548.bmp,__MISSING__
crohme/train/img/200923-1254-356.bmp,__MISSING__
crohme/train/img/KME1G3_4_sub_10.bmp,__MISSING__
crohme/train/img/formulaire022-equation024.bmp,__MISSING__
crohme/train/img/formulaire010-equation009.bmp,__MISSING__
crohme/train/img/KME2G3_3_sub_95.bmp,__MISSING__
crohme/train/img/200926-131-183.bmp,__MISSING__
crohme/train/img/formulaire013-equation043.bmp,__MISSING__
crohme/train/img/65_Fabricio.bmp,__MISSING__
crohme/train/img/200922-1017-11.bmp,__MISSING__
crohme/train/img/formulaire003-equation071.bmp,__MISSING__
crohme/train/img/formulaire013-equation074.bmp,__MISSING__
crohme/train/img/98_daniel.bmp,__MISSING__
crohme/train/img/200923-1251-145.bmp,__MISSING__
crohme/train/img/MfrDB0032.bmp,__MISSING__
crohme/train/img/MfrDB1939.bmp,__MISSING__
crohme/train/img/10_em_86.bmp,__MISSING__
crohme/train/img/KME2G3_20_sub_65.bmp,__MISSING__
crohme/train/img/formulaire005-equation063.bmp,__MISSING__
crohme/train/img/2009213-137-30.bmp,__MISSING__
crohme/train/img/TrainData2_15_sub_41.bmp,__MISSING__
crohme/train/img/formulaire027-equation012.bmp,__MISSING__
crohme/train/img/2_em_7.bmp,__MISSING__
crohme/train/img/200926-1617-120.bmp,__MISSING__
crohme/train/img/200922-949-247.bmp,__MISSING__
crohme/train/img/MfrDB3142.bmp,__MISSING__
crohme/train/img/formulaire026-equation018.bmp,__MISSING__
crohme/train/img/MfrDB3002.bmp,__MISSING__
crohme/train/img/101_leissi.bmp,__MISSING__
crohme/train/img/TrainData2_7_sub_11.bmp,__MISSING__
crohme/train/img/200922-949-8.bmp,__MISSING__
crohme/train/img/formulaire029-equation041.bmp,__MISSING__
crohme/train/img/MfrDB3810.bmp,__MISSING__
crohme/train/img/formulaire014-equation027.bmp,__MISSING__
crohme/train/img/formulaire003-equation066.bmp,__MISSING__
crohme/train/img/TrainData2_22_sub_41.bmp,__MISSING__
crohme/train/img/formulaire029-equation021.bmp,__MISSING__
crohme/train/img/formulaire031-equation020.bmp,__MISSING__
